zipCode,rent_201501,rent_imputed,homeprice_201501,homeprice_imputed,valuechange_5year,valchange_imputed
55612,1161,1,104925,1,-0.0138618645736044,1
55613,1205.5,1,104925,1,-0.0138618645736044,1
55615,1161,1,104925,1,-0.0138618645736044,1
55702,1068.75,1,103950,1,-0.0215477962673442,1
55704,1217.25,1,141050,1,0.010590131663461,1
55711,1068.75,1,118450,1,-0.0186532200233467,1
55712,1208.25,1,111650,1,-0.006164832690002,1
55716,1199,1,98700,1,-0.0133666205750521,1
55717,1088.25,1,126050,1,-0.0160407853399673,1
55722,1227.25,1,102800,1,-0.0185784144040561,1
55725,964,1,115125,1,-0.022534342752866,1
55726,1173.75,1,118450,1,-0.0186532200233467,1
55738,920,1,78600,1,-0.0075473889539801,1
55742,1142.25,1,73175,1,-0.0112555126539105,1
55749,1252,1,111650,1,-0.006164832690002,1
55752,1167.25,1,73175,1,-0.0112555126539105,1
55753,1047.25,1,98700,1,-0.0133666205750521,1
55756,1238.75,1,128175,1,-0.00718048045393625,1
55757,1233.5,1,118450,1,-0.0186532200233467,1
55758,905,1,76300,1,-0.00661164225762,1
55763,921.75,1,82675,1,-0.00807565411031774,1
55764,1199,1,98700,1,-0.0133666205750521,1
55766,933,1,79675,1,0.000855946166612264,1
55772,988.75,1,124025,1,-0.0292204538097152,1
55780,1223.5,1,118450,1,-0.0186532200233467,1
55782,973.75,1,109075,1,-0.0172238015289466,1
55784,1140,1,73175,1,-0.0112555126539105,1
55785,1235.5,1,108525,1,-0.0244437755533631,1
55786,1199,1,102800,1,-0.0185784144040561,1
55787,1184.25,1,96100,1,-0.0191385612845011,1
55793,1199,1,73175,1,-0.0112555126539105,1
55798,1184.25,1,118450,1,-0.0186532200233467,1
55814,877.25,1,98950,1,-0.00781614046634421,1
55904,1345.75,1,192750,1,0.0155320667665472,1
55905,1418.75,1,192750,1,0.0155320667665472,1
55909,1024.5,1,182025,1,0.0161101684848148,1
55918,1171.5,1,208300,1,0.0200740023410128,1
55919,1097.75,1,144825,1,0.0322242414205229,1
55922,1181.25,1,150450,1,0.0261604962415011,1
55925,1141,1,143275,1,0.0329432799122457,1
55926,1166.5,1,192750,1,0.0155320667665472,1
55931,1091,1,144825,1,0.0322242414205229,1
55933,1105.25,1,192750,1,0.0155320667665472,1
55935,1219.5,1,159150,1,0.030389683760262,1
55941,1105.75,1,143275,1,0.0329432799122457,1
55950,1173.25,1,224675,1,0.0186932159926099,1
55953,986.75,1,192625,1,0.0174208019011559,1
55957,1283.25,1,171750,1,0.0128412962400402,1
55961,1161,1,159175,1,0.0169197138148758,1
55962,1208.75,1,159150,1,0.030389683760262,1
55967,1265.25,1,192750,1,0.0155320667665472,1
55968,1283.25,1,171750,1,0.0128412962400402,1
55969,1210.5,1,158900,1,0.0218656447942326,1
55970,1065.25,1,197700,1,0.0187633689246717,1
