Black,Multiple,Population,White,Total_Race_Count,Other,Native_Hawaiian_Other_Pacific,Asian,American_Indian_and_Alaskan_Native,state,zip code tabulation area
17,106,1905,1550,1905,30,0,18,184,40,74956
0,41,1170,797,1170,2,0,1,329,40,74957
495,367,6736,5107,6736,41,1,44,681,40,74959
25,1380,13643,4777,13643,438,1,22,7000,40,74960
141,423,5092,3011,5092,18,4,20,1475,40,74962
0,32,608,467,608,8,0,0,101,40,74963
3,287,2834,1698,2834,28,0,11,807,40,74964
20,620,5170,2879,5170,64,0,96,1491,40,74965
9,228,3719,2807,3719,41,1,19,614,40,74966
2,1,93,74,93,2,6,2,6,41,89421
0,11,229,211,229,0,0,1,6,41,97001
20,115,5623,4986,5623,412,4,32,54,41,97002
13,123,4388,4118,4388,51,7,40,36,41,97004
736,1248,24906,16770,24906,4337,119,1444,252,41,97005
1968,3250,63036,42939,63036,4946,301,9142,490,41,97006
1443,3008,66954,50441,66954,4422,225,6972,443,41,97007
583,1340,28969,22528,28969,2433,207,1695,183,41,97008
20,158,7762,7035,7762,296,5,166,82,41,97009
1,19,582,538,582,7,2,5,10,41,97011
113,600,22688,19145,22688,2270,39,259,262,41,97013
6,71,1288,1136,1288,33,7,14,21,41,97014
316,842,19521,15515,19521,673,87,1893,195,41,97015
30,206,6083,5646,6083,66,12,41,82,41,97016
7,62,2922,2808,2922,11,0,14,20,41,97017
2,34,1952,1846,1952,19,1,30,20,41,97018
14,98,3161,2950,3161,41,0,38,20,41,97019
6,29,791,701,791,47,0,5,3,41,97020
5,30,1089,1018,1089,16,1,7,12,41,97021
6,76,3722,3416,3722,153,3,41,27,41,97022
67,291,9832,8997,9832,244,22,96,115,41,97023
425,487,10242,7492,10242,1113,88,508,129,41,97024
16,143,3815,2440,3815,1071,1,25,119,41,97026
114,436,12131,10843,12131,396,45,184,113,41,97027
0,2,217,206,217,6,0,1,2,41,97028
0,8,285,273,285,1,0,2,1,41,97029
1072,1747,36693,28416,36693,3400,162,1316,580,41,97030
83,564,18375,15451,18375,1855,25,275,122,41,97031
23,158,5043,3810,5043,870,6,68,108,41,97032
0,0,60,60,60,0,0,0,0,41,97033
81,476,18905,17512,18905,131,12,624,69,41,97034
220,833,23912,20792,23912,213,58,1691,105,41,97035
1,17,849,812,849,5,1,2,11,41,97037
66,385,15113,13553,15113,839,29,104,137,41,97038
0,5,472,441,472,16,0,0,10,41,97039
6,26,1244,1142,1244,43,7,6,14,41,97040
12,76,2817,2108,2817,551,5,27,38,41,97041
6,58,2923,2796,2923,18,1,23,21,41,97042
270,1458,51359,47321,51359,977,93,810,430,41,97045
19,230,6691,6232,6691,69,7,36,98,41,97048
3,58,1899,1797,1899,12,2,14,13,41,97049
0,6,272,240,272,13,0,0,13,41,97050
86,686,15957,14516,15957,197,46,189,237,41,97051
12,90,3247,3049,3247,34,3,30,29,41,97053
1,35,1579,1509,1579,10,0,9,15,41,97054
58,520,17350,15945,17350,444,25,180,178,41,97055
47,364,11497,10619,11497,192,24,114,137,41,97056
0,6,36,27,36,0,0,3,0,41,97057
92,494,19838,17369,19838,1221,135,172,355,41,97058
443,855,21226,17005,21226,1680,76,901,266,41,97060
334,1113,27434,22214,27434,2371,247,962,193,41,97062
1,21,1074,1014,1074,19,0,1,18,41,97063
9,84,3464,3287,3464,18,4,21,41,41,97064
4,13,676,634,676,18,1,1,5,41,97065
1,59,2138,1943,2138,78,0,15,42,41,97067
189,858,28305,25742,28305,278,44,1100,94,41,97068
298,669,20957,17994,20957,937,88,772,199,41,97070
199,1005,28803,18234,28803,8364,33,221,747,41,97071
620,1609,40888,34588,40888,1970,140,1621,340,41,97080
471,1022,26010,19705,26010,980,99,3566,167,41,97086
75,305,11986,10952,11986,165,21,400,68,41,97089
21,130,3794,3357,3794,180,5,23,78,41,97101
0,6,205,193,205,4,0,2,0,41,97102
108,499,16859,15307,16859,489,36,231,189,41,97103
14,120,4550,4273,4550,65,5,43,30,41,97106
1,38,1530,1423,1530,42,1,13,12,41,97107
0,9,490,471,490,8,0,1,1,41,97108
1,19,577,539,577,15,0,3,0,41,97109
2,25,1284,1098,1284,147,3,4,5,41,97110
4,111,3156,2906,3156,75,8,20,32,41,97111
3,34,1901,1770,1901,67,1,9,17,41,97112
151,540,14155,9634,14155,3358,15,298,159,41,97113
16,146,4762,3938,4762,569,1,35,57,41,97114
19,114,4139,3786,4139,121,5,52,42,41,97115
176,878,24104,19426,24104,2737,64,580,243,41,97116
2,10,679,634,679,25,0,5,3,41,97117
1,26,775,734,775,1,0,7,6,41,97118
19,117,4420,4109,4420,76,3,50,46,41,97119
5,37,1383,1257,1383,33,19,15,17,41,97121
0,8,460,420,460,8,0,14,10,41,97122
636,2026,44537,32633,44537,5585,210,2906,541,41,97123
822,2038,48349,37045,48349,3362,176,4497,409,41,97124
0,0,157,156,157,0,0,1,0,41,97125
13,133,3740,3164,3740,368,1,26,35,41,97127
246,1208,36141,30108,36141,3537,62,523,457,41,97128
10,28,710,653,710,7,0,11,1,41,97130
1,69,2498,2336,2498,33,4,26,29,41,97131
184,832,28278,24773,28278,1689,41,555,204,41,97132
12,117,4000,3654,4000,85,14,83,35,41,97133
0,4,175,159,175,10,0,2,0,41,97134
4,33,861,789,861,17,0,8,10,41,97135
7,38,1761,1662,1761,19,0,22,13,41,97136
0,21,1307,1109,1307,164,0,8,5,41,97137
50,284,10021,9031,10021,441,12,130,73,41,97138
166,804,23474,21052,23474,572,63,703,114,41,97140
57,312,13140,11760,13140,687,52,105,167,41,97141
0,9,195,177,195,1,0,0,8,41,97144
0,0,441,431,441,6,0,3,1,41,97145
30,166,5905,5499,5905,75,15,55,65,41,97146
0,5,408,394,408,5,1,2,1,41,97147
14,83,3406,3198,3406,61,2,24,24,41,97148
0,9,574,553,574,2,0,9,1,41,97149
325,676,15484,12596,15484,214,42,1520,111,41,97201
814,1602,38762,33697,38762,548,65,1758,278,41,97202
3265,2049,31042,20694,31042,2936,386,1114,598,41,97203
157,26,1036,779,1036,24,3,23,24,41,97204
323,326,7688,6463,7688,122,6,353,95,41,97205
1233,2253,47596,36717,47596,1923,228,4694,548,41,97206
0,0,0,0,0,0,0,0,0,41,97208
711,615,14950,12349,14950,200,37,849,189,41,97209
127,376,10887,9732,10887,153,16,425,58,41,97210
6268,1700,31254,20723,31254,1257,140,871,295,41,97211
2022,937,24126,20070,24126,302,36,629,130,41,97212
1078,1184,29219,24148,29219,578,64,1918,249,41,97213
374,981,23813,21069,23813,302,31,864,192,41,97214
263,634,16375,14134,16375,242,61,937,104,41,97215
808,733,15594,11047,15594,862,87,1880,177,41,97216
3746,1890,31438,22665,31438,1269,302,1218,348,41,97217
2180,776,14561,8702,14561,1655,56,902,290,41,97218
932,1593,38709,33761,38709,542,127,1544,210,41,97219
2274,1560,28495,19149,28495,1650,274,3202,386,41,97220
137,376,11630,10548,11630,81,19,419,50,41,97221
520,1389,34979,30358,34979,1322,99,860,431,41,97222
838,1919,46699,37498,46699,2557,431,3141,315,41,97223
475,1108,31122,25965,31122,1156,153,2087,178,41,97224
366,907,24176,21019,24176,535,75,1169,105,41,97225
736,241,3847,2648,3847,73,9,91,49,41,97227
829,2397,58217,42306,58217,1241,133,11117,194,41,97229
3778,1794,39752,26270,39752,3209,489,3755,457,41,97230
28,131,4280,3790,4280,79,8,158,86,41,97231
416,379,11472,10077,11472,163,21,331,85,41,97232
2723,1984,39367,25246,39367,5679,385,2784,566,41,97233
2008,1756,36852,25181,36852,2812,392,4295,408,41,97236
197,536,14150,12235,14150,148,28,933,73,41,97239
1826,1615,33300,21402,33300,2699,245,5062,451,41,97266
292,1049,30839,27422,30839,979,79,749,269,41,97267
959,2490,53518,38186,53518,9176,692,1000,1015,41,97301
456,1413,37131,32439,37131,1292,285,753,493,41,97302
307,1596,38663,31767,38663,3598,235,630,530,41,97303
210,1169,28454,24624,28454,1222,98,800,331,41,97304
458,1821,40176,26693,40176,8414,565,1579,646,41,97305
296,973,27360,24058,27360,757,142,868,266,41,97306
456,950,24355,18761,24355,3108,276,445,359,41,97317
119,745,24928,22677,24928,702,35,396,254,41,97321
239,1245,34039,29583,34039,2091,60,384,437,41,97322
7,33,1126,1044,1126,17,0,11,14,41,97324
22,258,6614,5828,6614,303,18,57,128,41,97325
1,40,961,889,961,5,0,10,16,41,97326
16,81,2871,2703,2871,24,2,14,31,41,97327
0,3,90,84,90,2,0,0,1,41,97329
398,1501,41472,35508,41472,1036,104,2639,286,41,97330
22,132,2408,1885,2408,30,10,316,13,41,97331
247,839,21377,18290,21377,582,80,1213,126,41,97333
44,538,20045,18619,20045,289,28,159,368,41,97338
0,73,2325,2145,2325,41,4,27,35,41,97341
1,8,267,255,267,0,0,0,3,41,97342
0,16,434,405,434,4,0,3,6,41,97343
1,39,1076,984,1076,18,1,5,28,41,97344
0,29,574,523,574,5,0,6,11,41,97345
1,28,883,823,883,9,0,5,17,41,97346
2,205,1878,1122,1878,28,0,6,515,41,97347
4,48,1625,1534,1625,25,1,6,7,41,97348
0,6,182,176,182,0,0,0,0,41,97350
38,419,10307,7768,10307,1765,17,118,182,41,97351
19,156,5604,4900,5604,376,16,32,105,41,97352
112,940,28613,26361,28613,515,22,257,406,41,97355
0,14,253,212,253,0,0,1,26,41,97357
8,89,2576,2382,2576,33,5,19,40,41,97358
8,81,2249,2055,2249,38,11,10,46,41,97360
121,441,11258,9499,11258,654,57,332,154,41,97361
19,134,4338,3542,4338,577,2,18,46,41,97362
0,37,446,365,446,12,0,0,32,41,97364
66,416,10744,9081,10744,764,18,173,226,41,97365
1,57,1460,1364,1460,3,1,13,21,41,97366
41,303,9416,8049,9416,572,13,137,301,41,97367
9,121,3435,3157,3435,43,0,17,88,41,97368
0,6,193,182,193,1,1,0,3,41,97369
36,271,8271,7645,8271,133,6,84,96,41,97370
1,4,730,671,730,31,0,12,11,41,97371
5,1,178,112,178,17,20,23,0,41,97373
14,158,5266,4884,5266,98,11,29,72,41,97374
2,18,1252,1203,1252,5,3,13,8,41,97375
2,46,1301,1220,1301,13,2,5,13,41,97376
3,17,917,825,917,56,0,8,8,41,97377
353,381,8882,7046,8882,513,48,197,344,41,97378
6,212,2449,1669,2449,24,4,6,528,41,97380
40,356,14711,13279,14711,769,13,131,123,41,97381
40,320,9587,8542,9587,469,20,73,123,41,97383
0,0,23,23,23,0,0,0,0,41,97384
5,73,3257,3098,3257,40,1,17,23,41,97385
28,390,13567,12728,13567,134,18,88,181,41,97386
2,15,888,838,888,7,0,16,10,41,97388
2,61,1676,1523,1676,67,2,9,12,41,97389
2,10,555,525,555,12,0,0,6,41,97390
23,175,5344,4876,5344,52,4,29,185,41,97391
23,128,5191,4823,5191,127,0,30,60,41,97392
17,173,4643,4311,4643,22,10,47,63,41,97394
9,150,3154,2673,3154,51,9,7,255,41,97396
672,1857,40521,34285,40521,688,113,2578,328,41,97401
680,2504,50342,42647,50342,2616,149,1008,738,41,97402
129,505,11622,10044,11622,161,17,691,75,41,97403
277,1334,32255,28737,32255,931,74,532,370,41,97404
474,1908,44645,39762,44645,577,56,1463,405,41,97405
0,1,105,82,105,1,0,0,21,41,97406
109,386,11711,10514,11711,143,25,445,89,41,97408
0,31,759,711,759,4,0,1,12,41,97410
20,202,6953,6460,6953,81,9,72,109,41,97411
1,16,521,490,521,2,0,7,5,41,97412
5,32,915,863,915,2,2,3,8,41,97413
0,16,273,254,273,0,0,0,3,41,97414
52,529,14051,12807,14051,249,16,103,295,41,97415
1,53,937,842,937,0,5,4,32,41,97416
8,108,2439,2135,2439,32,1,87,68,41,97417
5,33,1066,977,1066,29,1,10,11,41,97419
136,1343,27473,24067,27473,653,71,335,868,41,97420
33,229,6809,6255,6809,116,5,38,133,41,97423
49,628,17594,16162,17594,349,15,187,204,41,97424
38,287,9716,8963,9716,244,11,75,98,41,97426
1,37,684,623,684,11,1,5,6,41,97429
0,10,385,363,385,0,0,2,10,41,97430
14,86,2335,2167,2335,18,4,15,31,41,97431
4,38,928,850,928,13,0,3,20,41,97434
10,69,2349,2165,2349,34,0,3,68,41,97435
0,31,841,782,841,13,0,3,12,41,97436
5,95,2572,2426,2572,10,4,13,19,41,97437
14,45,1191,1085,1191,20,5,12,10,41,97438
48,428,14343,13359,14343,153,36,128,191,41,97439
2,6,260,239,260,1,0,4,8,41,97441
6,85,2232,2036,2232,55,2,7,41,41,97442
18,54,2232,2075,2232,24,5,6,50,41,97443
8,208,5181,4836,5181,21,2,42,64,41,97444
22,150,4812,4413,4812,155,6,17,49,41,97446
0,26,794,742,794,4,0,4,18,41,97447
61,363,12244,11261,12244,331,17,75,136,41,97448
6,52,1959,1853,1959,16,0,5,27,41,97449
0,6,671,657,671,1,0,4,3,41,97450
0,18,387,360,387,0,0,5,4,41,97451
4,69,1420,1306,1420,9,0,9,23,41,97452
1,20,897,854,897,0,0,7,15,41,97453
3,54,1337,1242,1337,13,3,10,12,41,97454
7,82,2538,2358,2538,24,2,36,29,41,97455
4,90,2985,2716,2985,117,2,22,34,41,97456
19,417,10208,9322,10208,86,11,81,272,41,97457
15,209,4733,4340,4733,40,3,8,118,41,97458
47,603,14096,12752,14096,160,28,204,302,41,97459
4,14,683,647,683,9,0,0,9,41,97461
5,105,3938,3729,3938,34,1,15,49,41,97462
32,160,3877,3553,3877,50,1,19,62,41,97463
7,72,2145,1996,2145,17,2,11,40,41,97465
1,76,816,701,816,6,1,2,29,41,97466
13,163,5339,4973,5339,72,4,51,63,41,97467
7,117,2596,2369,2596,32,3,14,54,41,97469
83,637,19985,18368,19985,290,38,199,370,41,97470
91,815,29100,27053,29100,307,29,372,433,41,97471
0,13,328,305,328,0,1,2,7,41,97473
0,6,217,202,217,5,1,0,3,41,97476
443,1799,36874,31486,36874,1937,135,542,532,41,97477
260,1477,37011,33026,37011,1353,78,354,463,41,97478
25,261,9505,8821,9505,153,9,55,181,41,97479
0,12,379,361,379,1,0,1,4,41,97480
5,20,679,638,679,3,0,10,3,41,97481
1,4,235,212,235,1,0,3,14,41,97484
1,24,714,678,714,6,1,1,3,41,97486
21,286,8449,7797,8449,137,18,66,124,41,97487
5,44,1011,932,1011,11,1,6,12,41,97488
1,14,868,839,868,2,0,5,7,41,97489
1,15,326,290,326,0,0,8,12,41,97490
7,27,597,546,597,3,2,5,7,41,97492
0,12,323,303,323,1,0,4,3,41,97493
0,0,49,47,49,0,0,0,2,41,97494
2,51,1450,1336,1450,10,1,34,16,41,97495
17,273,7634,7068,7634,80,6,60,130,41,97496
8,48,1523,1419,1523,15,2,7,24,41,97497
22,26,1814,1695,1814,15,2,12,42,41,97498
0,77,1957,1800,1957,24,4,14,38,41,97499
399,1735,42117,34909,42117,3953,144,374,603,41,97501
87,821,27694,25285,27694,864,84,245,308,41,97502
111,410,10528,8311,10528,1478,12,82,124,41,97503
317,1538,44444,39749,44444,1316,235,832,457,41,97504
241,925,24469,22215,24469,335,65,464,224,41,97520
0,16,658,619,658,1,2,3,17,41,97522
27,209,6264,5777,6264,70,11,53,117,41,97523
29,438,14459,13448,14459,245,11,104,184,41,97524
9,136,4601,4340,4601,42,2,20,52,41,97525
171,1128,34205,31459,34205,583,72,356,436,41,97526
108,1018,33713,31351,33713,532,53,227,424,41,97527
22,149,6916,6577,6916,58,4,54,52,41,97530
4,41,522,458,522,3,1,1,14,41,97531
4,86,2378,2214,2378,21,4,15,34,41,97532
8,13,756,694,756,12,2,3,24,41,97534
51,211,5047,4263,5047,375,10,59,78,41,97535
1,43,965,893,965,3,3,1,21,41,97536
34,190,6918,6493,6918,83,1,31,86,41,97537
8,80,2063,1887,2063,27,1,15,45,41,97538
8,89,3329,3168,3329,27,1,10,26,41,97539
55,314,7930,6990,7930,399,14,66,92,41,97540
7,47,1478,1377,1478,7,5,4,31,41,97541
1,38,736,673,736,11,0,6,7,41,97543
9,70,2206,2052,2206,22,1,13,39,41,97544
195,1029,22459,19193,22459,865,27,301,849,41,97601
197,1154,29525,25704,29525,1170,36,267,997,41,97603
1,0,28,26,28,0,0,0,1,41,97604
0,3,111,102,111,5,0,0,1,41,97620
2,13,320,255,320,3,0,2,45,41,97621
6,14,558,491,558,16,0,1,30,41,97622
7,72,2310,2062,2310,123,2,7,37,41,97623
7,196,3500,2613,3500,19,6,17,642,41,97624
0,5,199,175,199,10,0,4,5,41,97625
0,4,88,76,88,4,0,1,3,41,97626
0,41,780,709,780,8,0,9,13,41,97627
31,140,5096,4592,5096,181,4,46,102,41,97630
1,33,1466,1148,1466,264,1,0,19,41,97632
1,56,1361,1054,1361,234,1,0,15,41,97633
0,5,212,194,212,5,0,1,7,41,97634
0,6,124,104,124,7,1,0,6,41,97635
5,11,387,359,387,5,0,2,5,41,97636
0,2,76,64,76,6,0,0,4,41,97637
1,25,507,446,507,20,0,2,13,41,97638
4,30,570,508,570,1,1,1,25,41,97639
0,4,99,91,99,0,0,2,2,41,97640
2,62,1313,1201,1313,15,0,1,32,41,97641
236,1443,58993,54819,58993,1292,82,666,455,41,97701
177,1034,40583,36954,40583,1572,48,429,369,41,97702
14,128,5814,5546,5814,33,9,28,56,41,97707
0,3,120,116,120,0,0,0,1,41,97710
0,1,61,59,61,0,0,0,1,41,97711
0,0,38,38,38,0,0,0,0,41,97712
12,161,4530,4081,4530,44,1,26,205,41,97720
0,4,271,240,271,17,0,2,8,41,97721
0,0,91,91,91,0,0,0,0,41,97722
0,6,252,241,252,1,2,1,1,41,97730
0,9,278,248,278,6,0,4,11,41,97731
3,1,139,131,139,3,0,0,1,41,97732
3,20,770,719,770,10,0,2,16,41,97733
9,76,2786,2397,2786,224,3,10,67,41,97734
0,8,165,157,165,0,0,0,0,41,97735
0,1,73,71,73,0,0,1,0,41,97736
2,12,496,477,496,1,0,2,2,41,97737
4,48,1941,1842,1941,24,0,6,17,41,97738
15,337,11018,10392,11018,76,8,60,130,41,97739
117,511,11912,8807,11912,1702,18,74,683,41,97741
0,15,386,360,386,9,0,0,2,41,97750
0,4,129,107,129,18,0,0,0,41,97751
0,1,44,39,44,4,0,0,0,41,97752
7,34,2016,1927,2016,25,0,4,19,41,97753
28,381,18574,17161,18574,618,11,93,282,41,97754
120,903,33554,30326,33554,1521,57,242,385,41,97756
0,3,101,89,101,9,0,0,0,41,97758
7,127,6294,5985,6294,89,6,42,38,41,97759
15,152,6757,6356,6757,130,3,18,83,41,97760
3,193,3987,196,3987,26,1,1,3567,41,97761
248,762,21521,17787,21521,639,29,220,1836,41,97801
3,27,815,630,815,24,0,3,128,41,97810
2,12,851,793,851,18,13,1,12,41,97812
5,24,1302,1191,1302,42,0,5,35,41,97813
50,298,12382,11714,12382,130,1,61,128,41,97814
1,1,38,35,38,0,0,1,0,41,97817
24,95,4159,2676,4159,1231,11,77,45,41,97818
0,0,29,29,29,0,0,0,0,41,97819
0,18,1095,1040,1095,13,0,3,21,41,97820
1,12,948,920,948,7,0,1,7,41,97823
0,49,1661,1560,1661,17,3,13,19,41,97824
0,3,244,232,244,0,0,0,9,41,97825
6,25,1085,931,1085,102,5,2,14,41,97826
3,42,2628,2516,2628,26,10,4,27,41,97827
9,58,3124,3012,3124,11,1,12,21,41,97828
0,24,748,683,748,23,0,5,13,41,97830
1,26,895,835,895,20,4,0,9,41,97833
0,12,986,953,986,5,2,2,12,41,97834
0,18,361,320,361,7,0,0,16,41,97835
2,50,1983,1861,1983,44,0,6,20,41,97836
0,2,95,92,95,0,0,0,1,41,97837
161,825,25346,19400,25346,4319,57,289,295,41,97838
2,18,475,435,475,15,0,2,3,41,97839
0,7,98,90,98,0,0,0,1,41,97840
0,11,476,447,476,11,4,0,3,41,97841
0,2,153,150,153,1,0,0,0,41,97842
0,16,647,566,647,54,0,2,9,41,97843
27,107,3806,3056,3806,538,3,17,58,41,97844
9,59,2652,2514,2652,21,5,13,31,41,97845
11,40,1891,1804,1891,13,5,4,14,41,97846
0,0,195,191,195,4,0,0,0,41,97848
123,401,16955,15608,16955,233,206,180,204,41,97850
0,16,366,342,366,1,0,0,7,41,97856
1,6,457,436,457,0,0,8,6,41,97857
0,2,123,109,123,6,1,0,5,41,97859
42,289,11666,9158,11666,2020,2,66,89,41,97862
0,10,262,244,262,5,0,1,2,41,97864
2,21,1160,1112,1160,18,0,2,5,41,97865
3,26,763,700,763,21,2,2,9,41,97867
0,65,1991,1836,1991,23,0,2,65,41,97868
1,40,1135,1071,1135,4,3,3,13,41,97869
4,12,573,554,573,0,0,0,3,41,97870
1,1,228,226,228,0,0,0,0,41,97873
0,6,349,328,349,6,2,4,3,41,97874
2,96,2610,1878,2610,593,2,3,36,41,97875
2,9,837,809,837,9,0,5,3,41,97876
0,10,283,263,283,1,0,2,7,41,97877
0,7,272,247,272,6,0,6,6,41,97880
169,178,7760,5591,7760,1658,4,47,113,41,97882
2,51,2473,2373,2473,16,3,5,23,41,97883
0,0,157,140,157,4,0,9,4,41,97884
5,32,1383,1329,1383,12,1,0,4,41,97885
2,32,1140,1002,1140,55,0,21,28,41,97886
0,19,692,636,692,21,0,14,2,41,97901
0,0,109,100,109,7,0,2,0,41,97903
0,1,176,175,176,0,0,0,0,41,97904
0,3,133,125,133,1,1,1,2,41,97905
0,12,249,220,249,13,0,3,1,41,97906
1,12,560,522,560,4,0,4,17,41,97907
0,0,56,52,56,3,0,0,1,41,97908
0,6,51,30,51,15,0,0,0,41,97909
1,15,573,542,573,7,0,2,6,41,97910
0,2,109,82,109,22,0,0,3,41,97911
16,184,5527,4009,5527,1213,0,60,45,41,97913
346,553,19205,14381,19205,3263,17,398,247,41,97914
5,108,4537,4037,4537,281,7,46,53,41,97918
0,1,60,58,60,1,0,0,0,41,97920
0,0,46,42,46,2,1,0,1,41,99362
4257,473,31964,26982,31964,82,3,127,40,42,15001
1312,348,11861,10081,11861,49,5,56,10,42,15003
0,2,351,349,351,0,0,0,0,42,15004
97,89,9450,9171,9450,17,2,65,9,42,15005
1,0,240,239,240,0,0,0,0,42,15006
2,0,323,319,323,1,0,1,0,42,15007
216,149,15082,14554,15082,37,8,107,11,42,15009
2088,633,28425,25450,28425,79,7,144,24,42,15010
294,209,15905,15243,15905,33,1,115,10,42,15012
141,53,3184,2964,3184,12,1,10,3,42,15014
7,8,1175,1144,1175,3,2,11,0,42,15015
488,203,16213,14948,16213,45,0,521,8,42,15017
21,10,821,778,821,3,0,5,4,42,15018
14,25,1719,1669,1719,1,0,9,1,42,15019
0,2,231,229,231,0,0,0,0,42,15020
75,98,7352,7149,7352,4,2,21,3,42,15021
342,186,10340,9715,10340,27,1,60,9,42,15022
88,74,9029,8557,9029,18,1,282,9,42,15024
2735,276,15944,12723,15944,39,2,156,13,42,15025
24,20,3390,3336,3390,2,0,6,2,42,15026
28,31,2201,2128,2201,6,0,6,2,42,15027
0,0,142,142,142,0,0,0,0,42,15028
23,24,1128,1074,1128,1,0,6,0,42,15030
16,14,513,475,513,4,2,2,0,42,15031
724,185,4910,3932,4910,43,2,19,5,42,15033
53,30,1792,1691,1792,0,0,5,13,42,15034
149,56,2129,1898,2129,19,0,6,1,42,15035
205,100,10894,10546,10894,8,3,22,10,42,15037
0,0,325,323,325,0,0,0,2,42,15038
97,100,8105,7848,8105,9,1,47,3,42,15042
11,17,2458,2422,2458,1,2,3,2,42,15043
187,220,27049,26053,27049,37,3,521,28,42,15044
76,67,4483,4312,4483,5,2,11,10,42,15045
57,34,2640,2502,2640,4,0,38,5,42,15046
0,0,151,151,151,0,0,0,0,42,15047
2,0,895,887,895,0,0,5,1,42,15049
11,12,2431,2389,2431,4,2,8,5,42,15050
9,1,461,450,461,0,0,0,1,42,15051
56,37,3483,3370,3483,6,1,9,4,42,15052
0,3,154,150,154,0,0,1,0,42,15053
3,4,375,368,375,0,0,0,0,42,15054
41,25,1360,1269,1360,5,2,14,4,42,15055
87,48,1140,976,1140,10,0,18,1,42,15056
212,127,13930,13300,13930,42,6,228,15,42,15057
543,121,4193,3487,4193,20,0,10,12,42,15059
6,2,790,777,790,3,1,0,1,42,15060
404,185,12799,12058,12799,42,0,104,6,42,15061
1152,276,7731,6230,7731,44,1,23,5,42,15062
189,125,11677,11290,11677,25,0,32,16,42,15063
21,4,382,356,382,0,0,1,0,42,15064
368,208,11588,10911,11588,17,0,70,14,42,15065
786,395,12785,11545,12785,16,3,20,20,42,15066
18,18,2281,2222,2281,7,0,14,2,42,15067
2800,1001,38785,34628,38785,118,6,182,50,42,15068
282,130,9956,9222,9956,39,8,268,7,42,15071
23,1,101,75,101,2,0,0,0,42,15072
698,249,8874,7891,8874,8,1,17,10,42,15074
0,0,128,128,128,0,0,0,0,42,15075
9,5,849,831,849,2,0,0,2,42,15076
3,9,198,186,198,0,0,0,0,42,15077
3,10,523,508,523,0,0,1,1,42,15078
9,5,475,461,475,0,0,0,0,42,15081
0,14,350,336,350,0,0,0,0,42,15082
2,15,952,934,952,0,0,1,0,42,15083
253,130,10130,9650,10130,17,1,57,22,42,15084
68,62,7944,7741,7944,11,0,61,1,42,15085
0,1,300,295,300,0,0,4,0,42,15086
0,3,234,224,234,0,0,6,1,42,15087
15,2,535,518,535,0,0,0,0,42,15088
94,52,6262,6088,6262,12,0,15,1,42,15089
333,262,21202,19124,21202,96,12,1342,33,42,15090
289,190,24292,23139,24292,51,5,601,17,42,15101
386,273,29529,28350,29529,77,4,421,18,42,15102
5378,274,9038,3285,9038,51,5,17,28,42,15104
889,340,18536,16970,18536,66,6,248,17,42,15106
2058,717,40153,36065,40153,257,13,1004,39,42,15108
3077,210,5565,2204,5565,43,0,20,11,42,15110
955,136,3292,2165,3292,20,0,9,7,42,15112
117,101,14427,13989,14427,25,2,185,8,42,15116
3427,399,18931,14778,18931,85,3,218,21,42,15120
2270,365,20131,17358,20131,48,0,76,14,42,15122
163,74,7014,6636,7014,9,4,119,9,42,15126
355,139,10920,10295,10920,22,3,100,6,42,15129
280,126,8240,7727,8240,15,6,78,8,42,15131
6407,935,21472,13879,21472,115,8,63,65,42,15132
90,58,6432,6244,6432,10,2,15,13,42,15133
64,48,5139,4994,5139,10,0,19,4,42,15135
3166,589,21849,17800,21849,67,3,201,23,42,15136
1400,222,10228,8493,10228,22,2,76,13,42,15137
62,49,6307,6125,6307,17,0,45,9,42,15139
330,102,3294,2845,3294,4,0,9,4,42,15140
11,19,1163,1057,1163,1,0,75,0,42,15142
512,246,19660,17898,19660,49,5,933,17,42,15143
20,29,4142,4079,4142,7,0,4,3,42,15144
1168,174,7132,5677,7132,37,0,57,19,42,15145
3317,647,28323,22516,28323,119,11,1669,44,42,15146
3692,309,17395,13232,17395,76,0,59,27,42,15147
437,124,2814,2211,2814,20,0,10,12,42,15148
3364,318,12713,8692,12713,100,2,213,24,42,15201
1381,433,19685,17574,19685,77,3,185,32,42,15202
331,145,9949,9240,9949,42,7,172,12,42,15203
3240,309,8329,4564,8329,45,0,149,22,42,15204
1981,502,21865,18673,21865,98,5,576,30,42,15205
13205,758,28615,13173,28615,194,16,1192,77,42,15206
2414,228,11268,8419,11268,29,5,150,23,42,15207
6791,302,10406,3049,10406,74,0,152,38,42,15208
214,164,12438,11927,12438,24,0,83,26,42,15209
7498,863,25954,17161,25954,144,5,217,66,42,15210
956,230,11081,9703,11081,65,1,114,12,42,15211
8087,791,27895,18493,27895,156,7,313,48,42,15212
4000,787,30844,21062,30844,358,13,4560,64,42,15213
5727,372,14352,8056,14352,78,8,81,30,42,15214
319,204,12615,11604,12615,41,1,436,10,42,15215
1237,429,23350,20947,23350,308,5,406,18,42,15216
933,607,27220,22592,27220,285,2,2769,32,42,15217
3488,391,13851,9576,13851,89,4,274,29,42,15218
9842,286,16696,6293,16696,59,2,180,34,42,15219
1342,336,17718,13877,17718,101,0,2036,26,42,15220
15134,825,31060,14531,31060,124,9,336,101,42,15221
